name,latitude,longitude,rating,user_ratings_total,price_level,cuisine,source,place_id
Popeyes Louisiana Kitchen,40.68340449999999,-73.87226199999999,3.0,87,2.0,restaurant,google,ChIJebv9xgpdwokRDmDiQa4QYvw
Yip's Kitchen,40.6836865,-73.87259949999999,3.8,12,,restaurant,google,ChIJvah2wMZdwokRjwkcmwZwST0
"Tacos Fulton 3398 Brooklyn, New York",40.684019,-73.87011,4.1,195,,restaurant,google,ChIJk-o1Q8FdwokRhmOY-qu3mXo
Chicken N Gyro,40.68360430000001,-73.8727111,,0,,restaurant,google,ChIJUdXOwcZdwokRIE5_3TSpRBY
Rompe Chimi,40.6832955,-73.872794,4.2,83,,restaurant,google,ChIJpV1roBZdwokRz2_rGUGHfp8
Kings teriyaki & sushi,40.68433799999999,-73.8691424,4.5,96,1.0,restaurant,google,ChIJyTMPsYtdwokRpazz3p9_GBs
China Dragon Express,40.6826877,-73.86895040000002,4.2,124,,restaurant,google,ChIJ4ZWBD8FdwokRkZrGpHkZEyc
Stella Maris Restaurant,40.6814693,-73.87135669999999,5.0,1,,restaurant,google,ChIJMWblMsddwokRllVDHH6uQBY
Krispy Krunch Restaurant,40.680109,-73.8709688,,0,,restaurant,google,ChIJYXJsCgBdwokRNHhGGayXTxI
Boston Market,40.6850985,-73.8578303,3.9,871,1.0,restaurant,google,ChIJt79fskVawokRto1BwgerkGA
Pizza Hut,40.68613999999999,-73.85169189999999,4.1,1843,1.0,restaurant,google,ChIJ_XoLBPBdwokRhPCk7qENCKs
Enzo's Pizzeria Ristorante,40.6842252,-73.8593593,4.2,621,2.0,restaurant,google,ChIJmUS1yu5dwokRmvBqcbaS0KE
Burger King,40.68741929999999,-73.85017409999999,4.1,989,1.0,restaurant,google,ChIJH2ToyNlgwokR8fyUniRzdR4
Hong Kong Gourmet,40.6923906,-73.8593496,4.3,78,,restaurant,google,ChIJsx6kAuRdwokRpvyhyTXDF0g
Domino's Pizza,40.691731,-73.8636571,3.3,670,1.0,restaurant,google,ChIJl15tEuddwokRWW9tF2Esht0
Queens Buffet & Cajun Seafood,40.6872062,-73.8514328,3.6,1440,2.0,restaurant,google,ChIJH2ToyNlgwokRec0fVxc_3sI
Mr. Wonton,40.6919658,-73.86391069999999,4.3,178,1.0,restaurant,google,ChIJi33SbOddwokRqFBwLfR2XCs
Mistura Peruana,40.6924938,-73.8579146,4.3,568,2.0,restaurant,google,ChIJnYDte-ddwokRbiLo5Ncg6h4
Don Pollo Ozone Park,40.6841049,-73.85729979999999,4.2,793,2.0,restaurant,google,ChIJ4Zuo8u5dwokRuiqKGDHy9DE
Subway,40.69208149999999,-73.861575,3.7,128,1.0,restaurant,google,ChIJ0XqlwuZdwokRM1EjSxqo7FY
Local Stew,40.6843754,-73.8579539,,0,,restaurant,google,ChIJaydhwO5dwokRk8GRw0De9Sk
Tacos “El Compa”,40.6846015,-73.8606133,2.0,1,,restaurant,google,ChIJKwqKNgBdwokRCicq8LpVEFM
LA PLAYA SEAFOOD,40.6849991,-73.8607799,3.0,3,,restaurant,google,ChIJT7cLzqldwokRpTFdeGAmp3w
D' bellas catering,40.683503,-73.863539,,0,,restaurant,google,ChIJfxsVrPBdwokRO-WoPy2_DV0
Puerto Plata Seafood & billiards,40.6855735,-73.86441649999999,4.7,280,,restaurant,google,ChIJ5VAh6eJdwokRqNkBXNgx8iU
Peter's Grill and Bar,40.6859981,-73.8645148,4.0,457,2.0,restaurant,google,ChIJV7IrampdwokRZgj3nyqrVPg
Medina Burger and Fries,40.6818522,-73.8553479,5.0,8,,restaurant,google,ChIJqyQYCNRdwokRSwu9XAW-2n4
Golden Kitchen,40.692191,-73.86293719999999,4.0,118,1.0,restaurant,google,ChIJg1yFGOddwokRbQOQi0zVgss
Tropical kitchen,40.6902667,-73.8607854,3.1,7,2.0,restaurant,google,ChIJDdpvdoZnwokR_E47K4ZVeIU
"Galleria Pizza, Ozone Park",40.6843262,-73.8450002,4.0,140,2.0,restaurant,google,ChIJg-R2CfddwokR_AzrQWu_4cs
El Viejo Yayo,40.6848106,-73.8436965,4.1,461,2.0,restaurant,google,ChIJsShuc_FdwokRmhcGRzAo9MQ
Sunrise,40.68487219999999,-73.84472079999999,4.0,123,1.0,restaurant,google,ChIJhf52n_ddwokR0s5QNXLjzLo
Dunkin',40.6894269,-73.84241,3.9,703,1.0,restaurant,google,ChIJdwjgKP1dwokRA5ADby5Pnx0
Papa Johns Pizza,40.68625610000001,-73.83983669999999,3.8,373,1.0,restaurant,google,ChIJMYDPkFdnwokRIq6r4_VXuPI
Taco Bell,40.6893493,-73.84580609999999,3.8,2298,1.0,restaurant,google,ChIJBfGhEPldwokRoi-dDB1x7fk
China Fun 1,40.68418519999999,-73.84562319999999,4.3,102,1.0,restaurant,google,ChIJ74ZnEPddwokRcKHYhwgR2pU
China Wok Express,40.6863194,-73.8394326,3.9,78,1.0,restaurant,google,ChIJMy7YmFdnwokRIR_uJEtq7c0
101 Cafe,40.6852549,-73.843227,4.4,229,,restaurant,google,ChIJqb_48vddwokRuV6Y_VOHX6o
Clocktower Plaza,40.6868943,-73.8507358,4.3,3158,,restaurant,google,ChIJxZ-qnfpdwokRWEGIyOYSLPQ
Baianu’s,40.6834998,-73.8481846,2.0,1,,restaurant,google,ChIJuaHzFNBdwokRKp5XvsSWLq4
Taco Beans,40.6844636,-73.8465286,4.8,144,,restaurant,google,ChIJpzLkvrJdwokR4VF_UrybkPI
El Pollo Inka Peru,40.68282869999999,-73.850292,4.2,817,2.0,restaurant,google,ChIJ_____-xdwokRYU3uKKhvETI
Esca's Pizza,40.6820297,-73.849165,4.6,105,2.0,restaurant,google,ChIJy97iXfFdwokRR5UejxSCMX0
Picaderas en Queens NYC,40.6864769,-73.84770929999999,4.2,57,,restaurant,google,ChIJ8a6___ldwokRjBsw96hJj10
Chrome 101,40.68483269999999,-73.8448065,4.5,298,2.0,restaurant,google,ChIJE_7LpH5dwokRMNds2rk3rUQ
Long River,40.6823101,-73.85194349999999,4.0,95,1.0,restaurant,google,ChIJq6qTi_FdwokRaiQ1-d-R38Q
OishiiOnigiri,40.6825597,-73.8448239,5.0,24,,restaurant,google,ChIJ7R1YRcddwokR6plKE9Y16nM
Arefin’s Crepe Mania New York,40.684904,-73.8431239,4.3,53,1.0,restaurant,google,ChIJhZlJuq9dwokRvtGMaupLNvc
Arefin’s Tea Mania New York,40.68491789999999,-73.84310669999999,4.4,237,1.0,restaurant,google,ChIJMwDs2VddwokRlQ3iSahe0no
mexican cafe,40.6832429,-73.84096439999999,4.5,42,,restaurant,google,ChIJaa_KGgBnwokRT7HjsDRFh78
Punjabi Kabab and Gyro,40.6874761,-73.83540219999999,4.3,817,1.0,restaurant,google,ChIJfb8NJlFnwokRtVBxtuRFPEU
Bamboo Garden,40.6909,-73.8380761,3.8,298,1.0,restaurant,google,ChIJWc8xOFRnwokRY9DIQG40ytE
Tony's Dragon Garden,40.68342490000001,-73.8338873,4.4,139,1.0,restaurant,google,ChIJk-jKaFpnwokRKcM7oqDYeWQ
Luigi’s Pizza,40.69007019999999,-73.8407862,4.3,474,1.0,restaurant,google,ChIJd1uMC1ZnwokR2hgIB8OVuVA
Mr Zeng,40.68553180000001,-73.8284153,4.2,171,1.0,restaurant,google,ChIJwX_ruU9nwokRyc_TQ1uFQsw
7-Eleven,40.6855132,-73.8300673,2.9,139,1.0,restaurant,google,ChIJ4U7F2E9nwokRZC8PB4tfz70
New Chinese Garden of Guyana,40.68406289999999,-73.8325351,4.1,213,1.0,restaurant,google,ChIJp11hg1pnwokRbC_8fXEAuC0
China House,40.6901012,-73.84069219999999,4.3,137,1.0,restaurant,google,ChIJ4QQKClZnwokRhwR_mW42Cz0
Atlantic Diner,40.69210650000001,-73.8339574,4.2,3344,2.0,restaurant,google,ChIJ8RSPC1NnwokROqduH5qlaBs
Subway,40.689452,-73.84229549999999,3.4,194,1.0,restaurant,google,ChIJ0XqlwuZdwokRL6m7-0P-bP0
New King Garden,40.6879664,-73.8335077,4.3,114,1.0,restaurant,google,ChIJm1QbdVFnwokRJ9-bFb2L_No
Lynx Lounge,40.6823335,-73.8367363,3.7,83,2.0,restaurant,google,ChIJy7V17PBnwokRxIMJRRm3kAA
New Thriving Restaurant,40.6831447,-73.83434799999999,4.4,5,,restaurant,google,ChIJ1Z0xflZnwokRfR7H3APqB4Y
Bigwell Bakery and Halal Restuarant,40.683289,-73.834197,3.9,536,1.0,restaurant,google,ChIJqU0aQlpnwokRfx4yiGcisn0
Hacks Halal,40.6838987,-73.8339203,3.4,296,2.0,restaurant,google,ChIJSfTOL2BnwokRbIJZMOJSVjE
INDIAN CUISINE PUNJABI RESTAURANT,40.6864934,-73.8388509,4.2,59,2.0,restaurant,google,ChIJGbd1iB9nwokRdQ3H5mzX-KU
Punjabi Chaap Richmond Hill,40.68650280000001,-73.838852,4.3,80,,restaurant,google,ChIJNaSlBqdnwokRqvjfKlr914E
Tropical Jade 1,40.6840523,-73.8335211,3.7,193,,restaurant,google,ChIJw1CGCtNnwokR1ErfFiFrFy0
Pio Pio Dominicano,40.686302,-73.8396139,4.6,75,,restaurant,google,ChIJ32bKmVdnwokRIIMKwas1m7o
El Campeon De Los Pollos,40.68629420000001,-73.8396345,4.4,193,,restaurant,google,ChIJO5qWmVdnwokRRnQC50jixHU
Taqueria Mi Futuro,40.68590499999999,-73.840543,5.0,4,1.0,restaurant,google,ChIJNePqUttnwokRNHeindlu0Xo
Harbor Breeze,40.68698,-73.835523,4.6,65,2.0,restaurant,google,ChIJoYmvjEpnwokRA1tENgpMqKg
Hooked On Fish,40.6841816,-73.8322242,3.7,3,,restaurant,google,ChIJcejQd1BnwokRZWct4r-IRCM
Zaki's Halal Food,40.687602,-73.835002,4.7,434,1.0,restaurant,google,ChIJ_YCPJFFnwokRCkGnd-StNkA
Trini Delite Roti Shop,40.6842262,-73.8318828,4.0,1517,2.0,restaurant,google,ChIJky2YdVBnwokRaf6GgW3jqpw
(Liberty) Kennedy Fried Chicken & Burgers (Halal),40.6849728,-73.8310765,3.8,314,1.0,restaurant,google,ChIJo7PDFlBnwokRidotag5mteU
Subway,40.6859752,-73.8243291,4.1,217,1.0,restaurant,google,ChIJHU1SHE9nwokRqaNyHMJ3N-Q
Checkers,40.6864959,-73.822955,3.8,453,1.0,restaurant,google,ChIJVcGEQElnwokRgyexlDS6SAQ
Ta’am West Indian Halal Cuisine,40.68897099999999,-73.816423,4.1,100,1.0,restaurant,google,ChIJp0Y7pDVnwokR_QUbnZTxS54
Sandy's Roti,40.686935,-73.82198799999999,3.9,91,1.0,restaurant,google,ChIJOzsZcElnwokRpSGCC7AUWDQ
Sonny's Roti Shop,40.6858554,-73.82469859999999,3.7,179,2.0,restaurant,google,ChIJJ26l0U5nwokRhi5ZxSIlDlU
Dunkin',40.6873368,-73.8218977,4.0,347,1.0,restaurant,google,ChIJcZPXgUlnwokRKBo5opo3EfA
UnderGround Lounge,40.6872581,-73.8204147,3.6,113,2.0,restaurant,google,ChIJ5WvtiElnwokRSbTJpgWtWa8
Nals Nest,40.6917577,-73.8204137,3.7,823,2.0,restaurant,google,ChIJfcW5GFtnwokRk-J2g76sPtI
Hibiscus,40.691103,-73.82099099999999,3.7,1276,2.0,restaurant,google,ChIJ_bnP4EpnwokRIl7G2y8p6Dw
McDonald's,40.686474,-73.823948,3.5,1274,1.0,restaurant,google,ChIJYSs5NElnwokRemCng5Kc1ck
Tommy's Pizza,40.6861126,-73.8254235,4.3,426,1.0,restaurant,google,ChIJlZH-3E5nwokRKpAoyCnySf0
Kaieteur Express Restaurant,40.6865,-73.8230528,3.6,441,1.0,restaurant,google,ChIJTR8AP0lnwokRbFJsnbNNIMs
Burger King,40.6863914,-73.8230494,3.4,436,1.0,restaurant,google,ChIJ1dblPklnwokRBHFSeg6tk44
Good Hope,40.687317,-73.821978,4.0,172,1.0,restaurant,google,ChIJySRce0lnwokRSjs6kWii1ew
Popeyes Louisiana Kitchen,40.68604000000001,-73.8238701,3.7,918,1.0,restaurant,google,ChIJw8YOJUZnwokRvdF-Vo104Hs
Yong Sheng,40.690348,-73.8252134,3.5,84,1.0,restaurant,google,ChIJucqLZExnwokRXALWBrdCzXM
GT Rice Bowl,40.6858055,-73.8282258,3.9,545,2.0,restaurant,google,ChIJYdaHs09nwokRv5T0xJMgOdw
Anil's Roti Shop,40.68835419999999,-73.81928839999999,3.9,435,1.0,restaurant,google,ChIJc98dE0pnwokRRc4LBmMJBOI
Carifesta,40.6887898,-73.8179396,3.7,463,1.0,restaurant,google,ChIJTbMxjzVnwokRgWTO1e_2o3I
Sugaz,40.685572,-73.826931,3.6,25,,restaurant,google,ChIJJZbKBk9nwokRhzjnry-g4kI
New Thriving Restaurant,40.6858124,-73.82602100000001,4.4,188,,restaurant,google,ChIJqW4rRFxnwokR3PdkT-v_IXk
JULIE'S BAKERY & ROTI SHOP,40.68582269999999,-73.8252091,4.0,3,,restaurant,google,ChIJkcTK0V9nwokR_d4ylDElCj8
Dunkin',40.6860872,-73.82641989999999,3.6,176,1.0,restaurant,google,ChIJmzBO405nwokRrwoikscsedg
Bramo's Express,40.685885,-73.82438499999999,4.4,39,2.0,restaurant,google,ChIJPSDBJEBnwokRAIQOPurQBj4
Anda Boba Tea & Subway,40.68593240000001,-73.8243155,4.3,40,2.0,restaurant,google,ChIJJ2OJx5ZnwokRxsmNuT5VPcQ
Chris 1 Flavor,40.68596289999999,-73.8272286,3.8,153,1.0,restaurant,google,ChIJX-FCVU5nwokRcm-N_YpH2C0
Tropical Jade 3,40.6861673,-73.8248897,3.8,351,,restaurant,google,ChIJA5D3TjlnwokRrdHkibjTTN8
Tony's Restaurant & Bar,40.6861245,-73.8271748,3.0,2,,restaurant,google,ChIJv5dsEcdnwokRN66toau3eEo
Quick stop deli & grill,40.6859361,-73.8276854,4.2,30,1.0,restaurant,google,ChIJ0XpYrE9nwokRauAh2d8dXuw
Tropical Isle Roti Shop and Bakery,40.68634809999999,-73.8244577,3.9,373,1.0,restaurant,google,ChIJD06KzE5nwokRJFA3SNetpBI
Madina Halal food Cart,40.68550509999999,-73.8287174,3.8,44,,restaurant,google,ChIJMbcbyE9nwokRZXIZi4Dwewk
Sahara Grill (Halal Food),40.6855131,-73.8287156,2.7,20,,restaurant,google,ChIJs09Shh1nwokRcowx5nqI_AY
Abdul Halal Food Cart,40.68650579999999,-73.8243863,4.5,23,,restaurant,google,ChIJvcQweT5nwokRKhQAqAJpRsU
Tacos Gloria,40.68653839999999,-73.8244638,5.0,12,,restaurant,google,ChIJXWNvdzRnwokRFGbSxskJJGI
Chicky’s food truck,40.6865356,-73.8240553,3.3,12,,restaurant,google,ChIJ3QDqBgBnwokRA2SfdsRgsfQ
Taco Bell,40.6862412,-73.82344549999999,3.6,270,1.0,restaurant,google,ChIJMVZ3f5VnwokR47mTwzQqYH0
ZAKI'S Halal Food,40.686315,-73.8233321,3.7,111,,restaurant,google,ChIJR8kAz6BdwokRVchZmH1NH10
Tropical Jade 4,40.68504,-73.829588,3.3,48,,restaurant,google,ChIJKwPl8yRnwokR9q1cDCGfvwY
3M Bar and Grill,40.6866774,-73.82363029999999,4.8,463,2.0,restaurant,google,ChIJd9fIJaBnwokRis4D5AaBGd0
Halal Stop,40.6866526,-73.8234595,4.5,10,2.0,restaurant,google,ChIJHd56HiFnwokRDHAntY93kgE
Lennys West Indian Cookhouse & beer garden,40.684982,-73.8299243,3.6,43,2.0,restaurant,google,ChIJkZi0-zNnwokR5HVddOtcSj0
New Thriving Restaurant,40.6865169,-73.8227244,5.0,1,,restaurant,google,ChIJcanfTc1nwokRLLV1s3KNLf4
Sheriff Street Restaurant & Lounge,40.6869436,-73.8228606,3.9,248,2.0,restaurant,google,ChIJQVMZQklnwokR7hbxSL8zyXQ
New Amin Grocery & Halal Meat,40.685083,-73.8308904,4.1,50,,restaurant,google,ChIJwRaDF1BnwokRKOkvwH-Bq7Q
Little Guyana Restaurant and lounge,40.6850354,-73.8309388,3.2,18,,restaurant,google,ChIJLQMcIJdnwokRUCVkusRXzFQ
Singh's Roti Shop & Bar,40.690327,-73.81411,4.2,4048,1.0,restaurant,google,ChIJ7zOwwTRnwokRJeGAFutMrA0
Beni's Restaurant and Bar,40.689402,-73.815491,4.1,156,1.0,restaurant,google,ChIJCQcrADVnwokRh9yH-GZawOQ
Mingles,40.6925125,-73.816452,4.0,176,,restaurant,google,ChIJscInxMpgwokRBugliNYMYf4
Veggie Castle II,40.6908834,-73.81391719999999,4.5,1962,2.0,restaurant,google,ChIJnf1atzRnwokRoBZtQSpEwxY
Golden Punjab,40.69239899999999,-73.81687409999999,4.0,386,2.0,restaurant,google,ChIJRem3ycpgwokRhGPE_OEhB88
Sybil's,40.6910029,-73.8136887,4.3,3269,1.0,restaurant,google,ChIJr1C_tjRnwokRFc9We8WSkpk
Brown Betty,40.69050199999999,-73.81377599999999,3.7,204,1.0,restaurant,google,ChIJazC8BzVnwokRhmJc5JFe0rE
Bakewell,40.68859519999999,-73.8174825,4.2,877,1.0,restaurant,google,ChIJQYeckTVnwokRP2licdWXRYA
Xscape NYC,40.6886261,-73.8174269,3.9,474,2.0,restaurant,google,ChIJjzpXMs9nwokRh3jmrMLwp4Q
Cowboy Burger,40.6889642,-73.8165538,1.0,1,2.0,restaurant,google,ChIJjxB4ovxnwokR7UFmwfBUWFQ
PNK Surinamese Cuisine & Majnoon Cafe,40.6889642,-73.8165538,4.5,182,,restaurant,google,ChIJTWfJjgJnwokRgLWSny98hN0
Halo Kitchen & Lounge,40.6887054,-73.8174743,3.9,117,,restaurant,google,ChIJxROmZMNnwokREhiCMZna5G4
Sandwich World,40.6867088,-73.80842539999999,5.0,45,,restaurant,google,ChIJM2VtNelnwokRwwBtWBn6Yhc
New Chun Feng,40.68822780000001,-73.8186748,4.5,111,1.0,restaurant,google,ChIJLypYkDVnwokRly7XnyqN35s
Liberty Restaurant,40.6893448,-73.81558989999999,3.4,143,1.0,restaurant,google,ChIJtWYNATVnwokRRbj_fa6BgnQ
Darbar's Chicken & Ribs,40.688706,-73.818136,4.2,1188,2.0,restaurant,google,ChIJkRQAiTVnwokRyMCYdvToqVc
Green Leaf Bistro NYC,40.6890989,-73.81735789999999,4.7,135,2.0,restaurant,google,ChIJW7rFrB1nwokRUPDnPdGSmSU
Tex’s Chicken & Burgers,40.68851799999999,-73.8188241,3.6,421,1.0,restaurant,google,ChIJF8VPc0pnwokRtBwr90ZepGs
Shivram's Bakery,40.6894681,-73.8162435,4.2,164,1.0,restaurant,google,ChIJG-2KCDVnwokR8BsC5o5waZ0
JMD GAGDTES,40.6889791,-73.8101318,,0,,restaurant,google,ChIJ5f33_qdnwokRIS-1Gafb__A
Fresh Gyro Corner (Halal Food Stand),40.68765860000001,-73.8211145,4.8,6,,restaurant,google,ChIJ9U44rpFnwokR_VbTq42544M
Bigwell Restaurant 2,40.6903211,-73.8148193,4.2,20,,restaurant,google,ChIJE9S8NhtnwokRdu62fxj4I3o
Tropical Jade 2,40.686891,-73.82182999999999,3.7,481,,restaurant,google,ChIJg0P3cElnwokRlBwxmzHAAc0
El Rinconcito De Los Sabores 2,40.690361,-73.8147157,4.5,113,,restaurant,google,ChIJEdYxPQtnwokRRTUseDQwhfc
Avenue BBQ Hut,40.68751159999999,-73.8214361,4.2,198,2.0,restaurant,google,ChIJY65_fY5nwokR5URIlqxWvEU
Mama Halal Food,40.6872137,-73.8221101,4.6,46,1.0,restaurant,google,ChIJkY0M-GdnwokR-kGTWFRHML0
Shah's Halal Richmond Hill,40.6872838,-73.8224764,4.2,236,,restaurant,google,ChIJAQAJZklnwokR3RswEdmawCo
Pizza Hut,40.6884913,-73.795684,3.5,965,1.0,restaurant,google,ChIJ_XoKripnwokRz5n9TYB4vvw
Little Caesars Pizza,40.68597700000001,-73.793649,4.1,342,1.0,restaurant,google,ChIJe1n8ntVmwokRgzZjsb3ECdA
Port Royal,40.6868055,-73.7938556,3.9,1317,2.0,restaurant,google,ChIJmWXEb9VmwokRjF1jCQqmh54
Dunkin',40.68565269999999,-73.7936656,3.8,410,1.0,restaurant,google,ChIJFSvrmNVmwokRQP5jKpK1rQA
JAMROCK JERK,40.6876783,-73.8058281,4.0,419,2.0,restaurant,google,ChIJWcFGmhVnwokRTdZGhTEes6E
Chrome Cookin,40.688145,-73.80000330000001,,0,,restaurant,google,ChIJBX1y_CdnwokRgKHVP154AwQ
Jollof Cafe & Grill,40.6860294,-73.7941558,4.7,96,2.0,restaurant,google,ChIJhRfxB01nwokRN8M28C07Ih0
Texas Lone Star,40.6863643,-73.79424639999999,4.3,156,,restaurant,google,ChIJg0rEASJnwokRYsw6CPPuEtc
Ebenezer Restaurant & Pizzeria,40.6861493,-73.7939912,3.9,365,2.0,restaurant,google,ChIJxa35dtVmwokR3HBAgaPgo7U
114 Yummy Taco,40.68608150000001,-73.79394839999999,2.9,24,,restaurant,google,ChIJUcrLQltnwokR7SC_WJ38Xx0
Kelly D,40.6887708,-73.7959119,4.1,177,2.0,restaurant,google,ChIJBRBjtCpnwokRGa6cagD3Ym4
Buffalo Wild Wings 'GO',40.6858754,-73.793829,4.0,22,,restaurant,google,ChIJv3tAD7dnwokRBcBOTmDg5s8
Chef Lothian Kitchen - Sutphin,40.6856415,-73.7936648,3.9,36,,restaurant,google,ChIJaQbd8DNnwokRJeQ79peL1G4
Juici Patties,40.6865487,-73.79382009999999,4.0,129,,restaurant,google,ChIJya9CKrVnwokR2YYHhcDrcKg
Tacos & Deli Sammy’s,40.68526809999999,-73.79335340000002,4.7,47,,restaurant,google,ChIJX3r9jppnwokR6YLX8G-ojNc
Mikes Legacy Deli,40.6897256,-73.79670469999999,3.0,2,,restaurant,google,ChIJp6NuOdVgwokRSqkFu4L7C48
Tamarind island,40.6850106,-73.7931856,3.9,312,2.0,restaurant,google,ChIJB0Y5EDdnwokRCGLxZK_ntIs
Flavors of Chottogram,40.69047339999999,-73.7978349,,0,,restaurant,google,ChIJUzbdLvthwokRvlnSKSi-1jc
China Sing,40.6913657,-73.7981136,3.7,142,1.0,restaurant,google,ChIJB2fg_tRgwokR-YHWIT8sIck
McDonald's,40.6861836,-73.7933352,3.6,2706,1.0,restaurant,google,ChIJQ5HhCtVmwokRQS2Ud6mH9Xs
Rib Shack,40.68769899999999,-73.789949,4.0,1799,1.0,restaurant,google,ChIJFcDbtdRmwokR-5aKnn1LHAo
Poboys,40.6876582,-73.78991110000001,5.0,1,,restaurant,google,ChIJfV1cttRmwokRULwrXhDa6XA
Kazi Deli & Juice Bar,40.6896956,-73.78643629999999,4.3,19,,restaurant,google,ChIJ4ZW1_ixhwokR17YsSbytgGg
Delish Cravings Catering,40.6905826,-73.7871536,4.8,4,1.0,restaurant,google,ChIJq3O7A5BhwokRtxt66T7ih4Q
DANYLLE,40.69142609999999,-73.7874895,,0,,restaurant,google,ChIJVcz1Q4hhwokRSAGmvVdAFxo
Kam Hung,40.6918466,-73.7777894,4.0,155,1.0,restaurant,google,ChIJ8-HLUTFhwokRC8k2-n0bcP4
Cheung Hing Kitchen,40.6900334,-73.7783388,3.6,178,1.0,restaurant,google,ChIJQU8h3zNhwokRtWGzuRNbSKo
Vb Deli & Grill,40.6882286,-73.77672439999999,4.4,7,,restaurant,google,ChIJxaonhDRhwokRDZS8TB932p0
Wild Onion NYC,40.6855456,-73.77320449999999,4.1,278,,restaurant,google,ChIJeZ3XbC5nwokRKRPS00lVQXc
Soul City,40.68986629999999,-73.7784207,4.3,275,2.0,restaurant,google,ChIJ_yuRjkNhwokRl3_jD4IiWqY
3 kingz pizza,40.6913251,-73.77927040000002,4.7,27,,restaurant,google,ChIJv9heyKhhwokR0qtQEpUNW5c
The Blue Dolphin Fish Market,40.6918265,-73.7780609,4.5,371,,restaurant,google,ChIJ37qPDPxhwokRSnuRIMsnWmg
Ideal Jamaican Flavors,40.6918573,-73.7778926,4.0,106,1.0,restaurant,google,ChIJcyZGUDFhwokRdWATScyzZVE
Farmers Pizza & Grill,40.69081490000001,-73.76199079999999,3.3,387,2.0,restaurant,google,ChIJnwpmV05hwokRKidEKRJgH4g
Popeyes Louisiana Kitchen,40.6908931,-73.7620246,3.8,466,1.0,restaurant,google,ChIJkxChU05hwokR7gof4BuveCc
Sylvester’s Island Spice,40.6904336,-73.7619325,5.0,8,,restaurant,google,ChIJPzM6XE5hwokRsAB264ce43Y
2 Together,40.6904336,-73.7619325,4.0,106,,restaurant,google,ChIJbbbr55RhwokRpl7qimiUlZE
Salads Here by Farmers Pizza & Grill - St. Albans,40.69081490000001,-73.76199079999999,3.0,19,,restaurant,google,ChIJBRSPJkxhwokRqSm5kCB0vPA
Seamorhen,40.69244500000001,-73.766577,4.0,5,,restaurant,google,ChIJWcap3khhwokRmR4JOCXtGe4
Tien Chu Chinese Kitchen,40.69148439999999,-73.7626844,3.6,123,1.0,restaurant,google,ChIJL4k0_k5hwokRCYcELKtncDs
LD Organic Health Haven,40.69230650000001,-73.7652039,4.7,46,1.0,restaurant,google,ChIJa79zkOFhwokRDZ_53RJ70Zk
Jamaican Flavors,40.6914078,-73.76253109999999,4.2,173,2.0,restaurant,google,ChIJWS5ZVU5hwokRSVl7bhIDa-g
2Together Soul Food Inc.,40.685028,-73.757114,,0,,restaurant,google,ChIJL7vo5FJhwokRoQa7JMtjiQM
Alba Domincan & American Food,40.6918851,-73.76323479999999,,0,,restaurant,google,ChIJg5KqHE9hwokRXm5xwHEN7Wo
Dunkin',40.6920589,-73.7619739,3.8,345,1.0,restaurant,google,ChIJywk2rk9hwokR7YWhekvNfgk
BelleFourchetter Restaurant,40.6918296,-73.7612609,4.4,58,,restaurant,google,ChIJsUzerLZhwokRl1lcAb_ylZw
The Smokehouse,40.6920945,-73.76127009999999,3.8,1929,1.0,restaurant,google,ChIJCfYimVlhwokRM6852-1mhNA
Fishnet,40.6922817,-73.76083899999999,4.3,403,1.0,restaurant,google,ChIJzV20xk9hwokR4hatACD_nDE
Crown Fried Chicken,40.6919944,-73.7620433,3.8,49,1.0,restaurant,google,ChIJPygvjethwokRZqoLAlDAQPc
Burger King,40.6929841,-73.75705719999999,3.7,598,1.0,restaurant,google,ChIJhalGf1phwokRpqRJaJi8UvE
Golden Krust Caribbean Restaurant,40.690545,-73.727805,3.7,565,1.0,restaurant,google,ChIJxYrbbqpmwokRR1m4KJ6KzZs
Detoxx Bar,40.69055780000001,-73.72778339999999,4.5,448,2.0,restaurant,google,ChIJMWzmr-1jwokRnGW1Ex4ewLw
Brasserie Creole,40.692997,-73.7339421,3.8,552,2.0,restaurant,google,ChIJ1dodEO9jwokRjO11My-EqrM
Good Taste Catering & Event Planning,40.6924438,-73.73223109999999,4.3,903,,restaurant,google,ChIJfUBF8O5jwokRVFab2W6ELs4
Off the Trè,40.69191379999999,-73.7303254,,0,,restaurant,google,ChIJE4cABYRjwokRe7u2IzEQgm8
D&J Deli Grocery& pizza,40.6919325,-73.7303551,4.3,28,,restaurant,google,ChIJt7zigO5jwokR9A1PtfzzQ5U
Amazin Dumplin,40.6919069,-73.730238,4.9,18,,restaurant,google,ChIJbcKhaaNjwokRvqlQM2WB-3E
Cuisine Imperial,40.6919788,-73.73032959999999,3.9,41,,restaurant,google,ChIJhb7UOABjwokRQ2bbc12CEMk
Governors Island Beer Co,40.6903684,-74.0196145,4.2,5,,restaurant,google,ChIJiyKQ0npawokR8KxNGf5zb4Q
Liggett Terrace Food Court,40.6892327,-74.0182641,3.8,106,,restaurant,google,ChIJUVtjzXpawokRrWFyjBEj51o
Little Eva's Beer Garden and Grill,40.6891809,-74.01826009999999,3.7,69,2.0,restaurant,google,ChIJ9xI6zXpawokRGbCNDrX1qek
